訂單編號,路線代碼,司機代碼,預計到達,實際到達,客戶時窗起,客戶時窗迄,貨損旗標,客戶緯度,客戶經度
DLV-20250905-00878,R-05,D-05,2025-09-05 17:31:00,2025-09-05 17:42:31,2025-09-05 17:02:00,2025-09-05 18:00:00,0,24.13267,120.69435
DLV-20250905-00879,R-05,D-04,2025-09-05 14:05:00,2025-09-05 14:07:48,2025-09-05 13:45:00,2025-09-05 14:25:00,0,24.13081,120.67006
DLV-20250905-00880,R-05,D-07,2025-09-05 18:13:00,2025-09-05 18:15:13,2025-09-05 17:53:00,2025-09-05 18:33:00,0,24.07115,120.68646
DLV-20250905-00881,R-06,D-06,2025-09-05 09:18:00,2025-09-05 09:10:24,2025-09-05 08:51:00,2025-09-05 09:45:00,0,24.28433,120.68849
DLV-20250905-00882,R-06,D-06,2025-09-05 11:01:00,2025-09-05 10:44:31,2025-09-05 10:44:00,2025-09-05 11:18:00,0,24.26662,120.71839
DLV-20250905-00883,R-06,D-09,2025-09-05 13:38:00,2025-09-05 13:32:08,2025-09-05 13:22:00,2025-09-05 13:54:00,0,24.28607,120.70599
DLV-20250905-00884,R-06,D-09,2025-09-05 18:08:00,2025-09-05 18:07:23,2025-09-05 17:44:00,2025-09-05 18:32:00,0,24.21444,120.68566
DLV-20250905-00885,R-06,D-09,2025-09-05 15:05:00,2025-09-05 15:08:40,2025-09-05 14:38:00,2025-09-05 15:32:00,0,24.22921,120.74167
DLV-20250905-00886,R-06,D-06,2025-09-05 10:01:00,2025-09-05 10:05:17,2025-09-05 09:34:00,2025-09-05 10:28:00,0,24.2702,120.73233
DLV-20250905-00887,R-06,D-05,2025-09-05 13:31:00,2025-09-05 13:25:16,2025-09-05 13:03:00,2025-09-05 13:59:00,0,24.28374,120.7523
DLV-20250905-00888,R-06,D-09,2025-09-05 11:22:00,2025-09-05 11:10:31,2025-09-05 11:01:00,2025-09-05 11:43:00,0,24.28083,120.71812
DLV-20250905-00889,R-06,D-09,2025-09-05 18:27:00,2025-09-05 18:19:52,2025-09-05 18:01:00,2025-09-05 18:53:00,0,24.24473,120.71408
DLV-20250905-00890,R-06,D-05,2025-09-05 17:21:00,2025-09-05 17:27:45,2025-09-05 16:52:00,2025-09-05 17:50:00,0,24.26181,120.73709
DLV-20250905-00891,R-06,D-06,2025-09-05 17:40:00,2025-09-05 17:36:58,2025-09-05 17:11:00,2025-09-05 18:09:00,0,24.28258,120.71821
DLV-20250905-00892,R-06,D-05,2025-09-05 11:43:00,2025-09-05 11:38:59,2025-09-05 11:19:00,2025-09-05 12:07:00,0,24.25185,120.70364
DLV-20250905-00893,R-06,D-05,2025-09-05 17:04:00,2025-09-05 17:16:30,2025-09-05 16:36:00,2025-09-05 17:32:00,0,24.24717,120.73762
DLV-20250905-00894,R-06,D-06,2025-09-05 14:16:00,2025-09-05 14:08:50,2025-09-05 13:59:00,2025-09-05 14:33:00,0,24.2113,120.73924
DLV-20250905-00895,R-06,D-06,2025-09-05 11:50:00,2025-09-05 11:54:57,2025-09-05 11:33:00,2025-09-05 12:07:00,0,24.26635,120.70512
DLV-20250905-00896,R-06,D-09,2025-09-05 16:48:00,2025-09-05 16:58:55,2025-09-05 16:19:00,2025-09-05 17:17:00,0,24.23121,120.75734
DLV-20250905-00897,R-06,D-05,2025-09-05 12:11:00,2025-09-05 12:41:01,2025-09-05 11:48:00,2025-09-05 12:34:00,0,24.21851,120.72275
DLV-20250905-00898,R-06,D-05,2025-09-05 15:07:00,2025-09-05 15:23:04,2025-09-05 14:52:00,2025-09-05 15:22:00,0,24.24817,120.73534
DLV-20250905-00899,R-06,D-09,2025-09-05 18:46:00,2025-09-05 18:37:58,2025-09-05 18:20:00,2025-09-05 19:12:00,0,24.28705,120.73401
DLV-20250905-00900,R-07,D-08,2025-09-05 11:08:00,2025-09-05 11:13:49,2025-09-05 10:53:00,2025-09-05 11:23:00,0,24.06006,120.72215
DLV-20250905-00901,R-07,D-10,2025-09-05 19:09:00,2025-09-05 19:14:21,2025-09-05 18:48:00,2025-09-05 19:30:00,0,24.10658,120.73185
DLV-20250905-00902,R-07,D-10,2025-09-05 09:07:00,2025-09-05 08:56:37,2025-09-05 08:47:00,2025-09-05 09:27:00,0,24.1041,120.75562
DLV-20250905-00903,R-07,D-10,2025-09-05 16:01:00,2025-09-05 16:11:07,2025-09-05 15:40:00,2025-09-05 16:22:00,0,24.11136,120.75134
DLV-20250905-00904,R-07,D-10,2025-09-05 09:06:00,2025-09-05 08:53:43,2025-09-05 08:38:00,2025-09-05 09:34:00,0,24.11289,120.77897
DLV-20250905-00905,R-07,D-10,2025-09-05 09:31:00,2025-09-05 09:19:21,2025-09-05 09:01:00,2025-09-05 10:01:00,0,24.04986,120.72152
DLV-20250905-00906,R-07,D-10,2025-09-05 17:04:00,2025-09-05 17:12:29,2025-09-05 16:41:00,2025-09-05 17:27:00,0,24.07837,120.75787
DLV-20250905-00907,R-07,D-10,2025-09-05 18:41:00,2025-09-05 18:44:44,2025-09-05 18:26:00,2025-09-05 18:56:00,0,24.1031,120.75754
DLV-20250905-00908,R-07,D-10,2025-09-05 12:32:00,2025-09-05 12:36:58,2025-09-05 12:07:00,2025-09-05 12:57:00,0,24.11328,120.77722
DLV-20250905-00909,R-07,D-10,2025-09-05 11:56:00,2025-09-05 12:21:48,2025-09-05 11:32:00,2025-09-05 12:20:00,0,24.07623,120.75335
DLV-20250905-00910,R-07,D-10,2025-09-05 16:51:00,2025-09-05 16:58:00,2025-09-05 16:30:00,2025-09-05 17:12:00,0,24.10494,120.77336
DLV-20250905-00911,R-07,D-08,2025-09-05 11:12:00,2025-09-05 11:10:42,2025-09-05 10:52:00,2025-09-05 11:32:00,0,24.05307,120.75328
DLV-20250905-00912,R-07,D-10,2025-09-05 13:15:00,2025-09-05 13:15:56,2025-09-05 13:00:00,2025-09-05 13:30:00,0,24.06586,120.77415
DLV-20250905-00913,R-07,D-08,2025-09-05 17:02:00,2025-09-05 17:05:36,2025-09-05 16:45:00,2025-09-05 17:19:00,0,24.05412,120.73814
DLV-20250905-00914,R-07,D-08,2025-09-05 16:16:00,2025-09-05 16:37:01,2025-09-05 16:00:00,2025-09-05 16:32:00,0,24.08956,120.79171
DLV-20250905-00915,R-07,D-08,2025-09-05 09:59:00,2025-09-05 09:58:09,2025-09-05 09:30:00,2025-09-05 10:28:00,0,24.12201,120.78046
DLV-20250905-00916,R-07,D-08,2025-09-05 18:39:00,2025-09-05 18:40:57,2025-09-05 18:23:00,2025-09-05 18:55:00,0,24.05836,120.72944
DLV-20250905-00917,R-07,D-08,2025-09-05 14:10:00,2025-09-05 14:07:26,2025-09-05 13:40:00,2025-09-05 14:40:00,0,24.05294,120.77177
DLV-20250905-00918,R-07,D-10,2025-09-05 11:07:00,2025-09-05 10:48:20,2025-09-05 10:46:00,2025-09-05 11:28:00,0,24.07826,120.78152
DLV-20250905-00919,R-07,D-08,2025-09-05 16:21:00,2025-09-05 16:19:18,2025-09-05 15:58:00,2025-09-05 16:44:00,0,24.10539,120.74885
DLV-20250905-00920,R-07,D-08,2025-09-05 11:48:00,2025-09-05 11:55:09,2025-09-05 11:20:00,2025-09-05 12:16:00,0,24.05604,120.75431
DLV-20250905-00921,R-07,D-10,2025-09-05 16:54:00,2025-09-05 16:35:55,2025-09-05 16:39:00,2025-09-05 17:09:00,0,24.10661,120.77741
DLV-20250905-00922,R-08,D-03,2025-09-05 10:21:00,2025-09-05 10:19:09,2025-09-05 09:56:00,2025-09-05 10:46:00,0,24.31179,120.61473
DLV-20250905-00923,R-08,D-06,2025-09-05 09:42:00,2025-09-05 09:48:04,2025-09-05 09:26:00,2025-09-05 09:58:00,0,24.3284,120.64393
DLV-20250905-00924,R-08,D-09,2025-09-05 13:26:00,2025-09-05 13:22:47,2025-09-05 12:59:00,2025-09-05 13:53:00,0,24.30606,120.64988
DLV-20250905-00925,R-08,D-09,2025-09-05 14:58:00,2025-09-05 14:45:27,2025-09-05 14:39:00,2025-09-05 15:17:00,0,24.2857,120.59641
DLV-20250905-00926,R-08,D-09,2025-09-05 18:50:00,2025-09-05 19:12:40,2025-09-05 18:24:00,2025-09-05 19:16:00,0,24.31253,120.61236
DLV-20250905-00927,R-08,D-03,2025-09-05 13:05:00,2025-09-05 12:56:13,2025-09-05 12:49:00,2025-09-05 13:21:00,0,24.2812,120.63751
DLV-20250905-00928,R-08,D-03,2025-09-05 17:34:00,2025-09-05 17:32:52,2025-09-05 17:10:00,2025-09-05 17:58:00,0,24.31056,120.5928
DLV-20250905-00929,R-08,D-03,2025-09-05 17:37:00,2025-09-05 17:42:10,2025-09-05 17:14:00,2025-09-05 18:00:00,0,24.31193,120.63812
DLV-20250905-00930,R-08,D-09,2025-09-05 10:46:00,2025-09-05 10:56:46,2025-09-05 10:20:00,2025-09-05 11:12:00,0,24.31052,120.65531
DLV-20250905-00931,R-08,D-06,2025-09-05 13:36:00,2025-09-05 13:40:15,2025-09-05 13:21:00,2025-09-05 13:51:00,0,24.32864,120.64443
DLV-20250905-00932,R-08,D-09,2025-09-05 18:45:00,2025-09-05 19:01:57,2025-09-05 18:23:00,2025-09-05 19:07:00,0,24.27276,120.64278
DLV-20250905-00933,R-08,D-09,2025-09-05 18:43:00,2025-09-05 19:02:12,2025-09-05 18:21:00,2025-09-05 19:05:00,0,24.29132,120.5954
DLV-20250905-00934,R-08,D-06,2025-09-05 16:06:00,2025-09-05 16:13:38,2025-09-05 15:38:00,2025-09-05 16:34:00,0,24.25498,120.65108
DLV-20250905-00935,R-08,D-06,2025-09-05 12:28:00,2025-09-05 12:38:03,2025-09-05 12:11:00,2025-09-05 12:45:00,0,24.2921,120.62706
DLV-20250905-00936,R-08,D-09,2025-09-05 15:55:00,2025-09-05 15:53:47,2025-09-05 15:27:00,2025-09-05 16:23:00,0,24.30512,120.65583
DLV-20250905-00937,R-08,D-09,2025-09-05 15:52:00,2025-09-05 16:06:03,2025-09-05 15:32:00,2025-09-05 16:12:00,0,24.26017,120.63689
DLV-20250905-00938,R-08,D-03,2025-09-05 17:55:00,2025-09-05 17:36:49,2025-09-05 17:26:00,2025-09-05 18:24:00,0,24.30972,120.65553
DLV-20250905-00939,R-08,D-06,2025-09-05 10:38:00,2025-09-05 10:34:38,2025-09-05 10:10:00,2025-09-05 11:06:00,0,24.27957,120.60317
DLV-20250905-00940,R-08,D-09,2025-09-05 11:07:00,2025-09-05 10:41:32,2025-09-05 10:43:00,2025-09-05 11:31:00,0,24.25224,120.59143
DLV-20250905-00941,R-08,D-09,2025-09-05 15:03:00,2025-09-05 15:29:37,2025-09-05 14:39:00,2025-09-05 15:27:00,0,24.26725,120.64553
DLV-20250905-00942,R-08,D-06,2025-09-05 09:07:00,2025-09-05 09:02:42,2025-09-05 08:51:00,2025-09-05 09:23:00,0,24.29584,120.62526
DLV-20250905-00943,R-08,D-06,2025-09-05 15:30:00,2025-09-05 15:28:40,2025-09-05 15:11:00,2025-09-05 15:49:00,0,24.29038,120.61687
DLV-20250905-00944,R-08,D-06,2025-09-05 19:28:00,2025-09-05 19:53:58,2025-09-05 19:11:00,2025-09-05 19:45:00,0,24.30316,120.61277
DLV-20250905-00945,R-08,D-03,2025-09-05 15:21:00,2025-09-05 14:51:46,2025-09-05 14:52:00,2025-09-05 15:50:00,0,24.30167,120.64928
DLV-20250905-00946,R-08,D-09,2025-09-05 09:36:00,2025-09-05 09:28:18,2025-09-05 09:12:00,2025-09-05 10:00:00,0,24.2599,120.62475
DLV-20250905-00947,R-08,D-03,2025-09-05 18:34:00,2025-09-05 18:37:43,2025-09-05 18:13:00,2025-09-05 18:55:00,0,24.29021,120.58149
DLV-20250905-00948,R-09,D-08,2025-09-05 09:17:00,2025-09-05 09:19:03,2025-09-05 08:48:00,2025-09-05 09:46:00,0,24.06268,120.68563
DLV-20250905-00949,R-09,D-12,2025-09-05 09:31:00,2025-09-05 09:22:14,2025-09-05 09:16:00,2025-09-05 09:46:00,0,24.03444,120.66192
DLV-20250905-00950,R-09,D-12,2025-09-05 14:24:00,2025-09-05 14:23:43,2025-09-05 14:06:00,2025-09-05 14:42:00,0,24.04283,120.67461
DLV-20250905-00951,R-09,D-08,2025-09-05 11:19:00,2025-09-05 11:24:54,2025-09-05 10:51:00,2025-09-05 11:47:00,0,24.02471,120.73689
DLV-20250905-00952,R-09,D-08,2025-09-05 09:45:00,2025-09-05 09:56:07,2025-09-05 09:20:00,2025-09-05 10:10:00,0,24.09144,120.68063
DLV-20250905-00953,R-09,D-08,2025-09-05 09:12:00,2025-09-05 09:16:17,2025-09-05 08:50:00,2025-09-05 09:34:00,0,24.06688,120.69944
DLV-20250905-00954,R-09,D-12,2025-09-05 15:07:00,2025-09-05 15:05:43,2025-09-05 14:39:00,2025-09-05 15:35:00,0,24.02231,120.71068
DLV-20250905-00955,R-09,D-08,2025-09-05 13:35:00,2025-09-05 13:45:25,2025-09-05 13:17:00,2025-09-05 13:53:00,0,24.06438,120.72282
DLV-20250905-00956,R-09,D-10,2025-09-05 18:26:00,2025-09-05 18:15:19,2025-09-05 18:05:00,2025-09-05 18:47:00,0,24.03139,120.70324
DLV-20250905-00957,R-09,D-08,2025-09-05 12:34:00,2025-09-05 13:03:15,2025-09-05 12:05:00,2025-09-05 13:03:00,0,24.08501,120.73689
DLV-20250905-00958,R-09,D-12,2025-09-05 13:41:00,2025-09-05 13:32:01,2025-09-05 13:21:00,2025-09-05 14:01:00,1,24.09468,120.69857
DLV-20250905-00959,R-09,D-12,2025-09-05 13:53:00,2025-09-05 13:33:37,2025-09-05 13:32:00,2025-09-05 14:14:00,0,24.06083,120.66364
DLV-20250905-00960,R-09,D-12,2025-09-05 17:36:00,2025-09-05 16:54:50,2025-09-05 17:19:00,2025-09-05 17:53:00,0,24.05162,120.66984
DLV-20250905-00961,R-09,D-08,2025-09-05 17:17:00,2025-09-05 17:22:57,2025-09-05 16:52:00,2025-09-05 17:42:00,0,24.09563,120.71081
DLV-20250905-00962,R-09,D-12,2025-09-05 16:17:00,2025-09-05 16:11:16,2025-09-05 15:55:00,2025-09-05 16:39:00,0,24.04573,120.67685
DLV-20250905-00963,R-09,D-12,2025-09-05 14:01:00,2025-09-05 14:06:30,2025-09-05 13:46:00,2025-09-05 14:16:00,0,24.02034,120.66077
DLV-20250905-00964,R-09,D-08,2025-09-05 15:35:00,2025-09-05 15:31:41,2025-09-05 15:05:00,2025-09-05 16:05:00,0,24.06305,120.72298
DLV-20250905-00965,R-09,D-12,2025-09-05 19:04:00,2025-09-05 18:44:51,2025-09-05 18:35:00,2025-09-05 19:33:00,0,24.04824,120.72502
DLV-20250905-00966,R-09,D-12,2025-09-05 14:24:00,2025-09-05 14:33:03,2025-09-05 14:09:00,2025-09-05 14:39:00,0,24.04964,120.67544
DLV-20250905-00967,R-09,D-08,2025-09-05 12:47:00,2025-09-05 13:05:24,2025-09-05 12:32:00,2025-09-05 13:02:00,0,24.07444,120.71674
DLV-20250905-00968,R-09,D-08,2025-09-05 10:52:00,2025-09-05 10:44:17,2025-09-05 10:30:00,2025-09-05 11:14:00,0,24.0595,120.68904
DLV-20250905-00969,R-09,D-10,2025-09-05 16:57:00,2025-09-05 16:50:19,2025-09-05 16:36:00,2025-09-05 17:18:00,1,24.09874,120.71107
DLV-20250905-00970,R-09,D-08,2025-09-05 13:36:00,2025-09-05 13:28:39,2025-09-05 13:15:00,2025-09-05 13:57:00,0,24.06526,120.71459
DLV-20250905-00971,R-09,D-12,2025-09-05 11:04:00,2025-09-05 11:03:59,2025-09-05 10:45:00,2025-09-05 11:23:00,0,24.03019,120.73469
DLV-20250905-00972,R-09,D-08,2025-09-05 17:46:00,2025-09-05 17:47:34,2025-09-05 17:31:00,2025-09-05 18:01:00,0,24.07544,120.70264
DLV-20250905-00973,R-09,D-10,2025-09-05 19:35:00,2025-09-05 19:35:33,2025-09-05 19:07:00,2025-09-05 20:03:00,0,24.09545,120.66415
DLV-20250906-00974,R-01,D-07,2025-09-06 15:17:00,2025-09-06 15:33:28,2025-09-06 14:47:00,2025-09-06 15:47:00,0,24.15572,120.7157
DLV-20250906-00975,R-01,D-01,2025-09-06 09:17:00,2025-09-06 09:27:02,2025-09-06 08:49:00,2025-09-06 09:45:00,0,24.1203,120.67635
DLV-20250906-00976,R-01,D-07,2025-09-06 10:56:00,2025-09-06 11:02:45,2025-09-06 10:34:00,2025-09-06 11:18:00,0,24.12891,120.65096
DLV-20250906-00977,R-01,D-01,2025-09-06 12:10:00,2025-09-06 12:07:56,2025-09-06 11:52:00,2025-09-06 12:28:00,1,24.12956,120.64692
DLV-20250906-00978,R-01,D-11,2025-09-06 14:53:00,2025-09-06 14:56:47,2025-09-06 14:30:00,2025-09-06 15:16:00,0,24.13289,120.7217
DLV-20250906-00979,R-01,D-01,2025-09-06 14:33:00,2025-09-06 14:40:52,2025-09-06 14:04:00,2025-09-06 15:02:00,0,24.14503,120.69131
DLV-20250906-00980,R-01,D-01,2025-09-06 09:58:00,2025-09-06 09:30:19,2025-09-06 09:42:00,2025-09-06 10:14:00,0,24.16621,120.70047
DLV-20250906-00981,R-01,D-01,2025-09-06 09:58:00,2025-09-06 09:59:18,2025-09-06 09:30:00,2025-09-06 10:26:00,0,24.14921,120.68974
DLV-20250906-00982,R-01,D-07,2025-09-06 15:25:00,2025-09-06 15:42:11,2025-09-06 15:03:00,2025-09-06 15:47:00,0,24.158,120.69492
DLV-20250906-00983,R-01,D-07,2025-09-06 15:29:00,2025-09-06 15:54:57,2025-09-06 15:11:00,2025-09-06 15:47:00,0,24.17001,120.70763
DLV-20250906-00984,R-01,D-07,2025-09-06 17:21:00,2025-09-06 17:04:01,2025-09-06 17:06:00,2025-09-06 17:36:00,0,24.1004,120.70815
DLV-20250906-00985,R-01,D-01,2025-09-06 18:08:00,2025-09-06 18:10:29,2025-09-06 17:40:00,2025-09-06 18:36:00,0,24.14467,120.65987
DLV-20250906-00986,R-01,D-01,2025-09-06 09:03:00,2025-09-06 08:55:58,2025-09-06 08:44:00,2025-09-06 09:22:00,0,24.12987,120.72178
DLV-20250906-00987,R-01,D-07,2025-09-06 13:37:00,2025-09-06 13:53:26,2025-09-06 13:18:00,2025-09-06 13:56:00,0,24.14327,120.66829
DLV-20250906-00988,R-01,D-01,2025-09-06 17:37:00,2025-09-06 17:33:19,2025-09-06 17:15:00,2025-09-06 17:59:00,0,24.16181,120.7137
DLV-20250906-00989,R-01,D-07,2025-09-06 14:12:00,2025-09-06 14:27:42,2025-09-06 13:51:00,2025-09-06 14:33:00,0,24.12232,120.69843
DLV-20250906-00990,R-01,D-11,2025-09-06 16:38:00,2025-09-06 16:35:28,2025-09-06 16:13:00,2025-09-06 17:03:00,0,24.14029,120.67185
DLV-20250906-00991,R-01,D-07,2025-09-06 15:21:00,2025-09-06 15:45:25,2025-09-06 15:05:00,2025-09-06 15:37:00,0,24.1686,120.6961
DLV-20250906-00992,R-01,D-11,2025-09-06 12:29:00,2025-09-06 12:22:41,2025-09-06 12:04:00,2025-09-06 12:54:00,0,24.12507,120.67703
DLV-20250906-00993,R-01,D-01,2025-09-06 14:00:00,2025-09-06 13:53:46,2025-09-06 13:43:00,2025-09-06 14:17:00,0,24.13938,120.65639
DLV-20250906-00994,R-01,D-07,2025-09-06 12:40:00,2025-09-06 12:25:27,2025-09-06 12:24:00,2025-09-06 12:56:00,0,24.11093,120.66773
DLV-20250906-00995,R-01,D-01,2025-09-06 13:46:00,2025-09-06 13:56:39,2025-09-06 13:24:00,2025-09-06 14:08:00,0,24.09672,120.71243
DLV-20250906-00996,R-01,D-01,2025-09-06 09:53:00,2025-09-06 10:13:41,2025-09-06 09:34:00,2025-09-06 10:12:00,0,24.15799,120.65388
DLV-20250906-00997,R-02,D-02,2025-09-06 16:15:00,2025-09-06 16:07:05,2025-09-06 15:55:00,2025-09-06 16:35:00,0,24.20817,120.66482
DLV-20250906-00998,R-02,D-02,2025-09-06 10:07:00,2025-09-06 10:15:27,2025-09-06 09:48:00,2025-09-06 10:26:00,0,24.14046,120.60017
DLV-20250906-00999,R-02,D-12,2025-09-06 15:44:00,2025-09-06 15:32:34,2025-09-06 15:22:00,2025-09-06 16:06:00,0,24.19105,120.63199
DLV-20250906-01000,R-02,D-12,2025-09-06 13:50:00,2025-09-06 14:01:31,2025-09-06 13:31:00,2025-09-06 14:09:00,0,24.13426,120.64865
DLV-20250906-01001,R-02,D-01,2025-09-06 17:37:00,2025-09-06 17:43:11,2025-09-06 17:20:00,2025-09-06 17:54:00,0,24.19328,120.63419
DLV-20250906-01002,R-02,D-01,2025-09-06 17:24:00,2025-09-06 17:18:35,2025-09-06 16:58:00,2025-09-06 17:50:00,0,24.16714,120.61075
DLV-20250906-01003,R-02,D-02,2025-09-06 17:44:00,2025-09-06 17:14:11,2025-09-06 17:14:00,2025-09-06 18:14:00,0,24.16208,120.65869
DLV-20250906-01004,R-02,D-12,2025-09-06 19:02:00,2025-09-06 19:15:57,2025-09-06 18:33:00,2025-09-06 19:31:00,0,24.16167,120.60948
DLV-20250906-01005,R-02,D-02,2025-09-06 18:10:00,2025-09-06 18:47:00,2025-09-06 17:53:00,2025-09-06 18:27:00,0,24.13672,120.62056
DLV-20250906-01006,R-02,D-02,2025-09-06 12:37:00,2025-09-06 12:32:25,2025-09-06 12:21:00,2025-09-06 12:53:00,0,24.17969,120.61909
DLV-20250906-01007,R-02,D-02,2025-09-06 15:26:00,2025-09-06 15:16:31,2025-09-06 15:03:00,2025-09-06 15:49:00,0,24.14437,120.6037
DLV-20250906-01008,R-02,D-12,2025-09-06 10:22:00,2025-09-06 10:32:24,2025-09-06 10:05:00,2025-09-06 10:39:00,0,24.17014,120.62873
DLV-20250906-01009,R-02,D-01,2025-09-06 13:59:00,2025-09-06 13:59:50,2025-09-06 13:33:00,2025-09-06 14:25:00,0,24.14602,120.60073
DLV-20250906-01010,R-02,D-02,2025-09-06 13:19:00,2025-09-06 13:24:58,2025-09-06 12:56:00,2025-09-06 13:42:00,0,24.17832,120.59603
DLV-20250906-01011,R-02,D-12,2025-09-06 17:58:00,2025-09-06 17:56:33,2025-09-06 17:34:00,2025-09-06 18:22:00,0,24.19265,120.6173
DLV-20250906-01012,R-02,D-02,2025-09-06 18:48:00,2025-09-06 19:13:21,2025-09-06 18:29:00,2025-09-06 19:07:00,0,24.14821,120.64287
DLV-20250906-01013,R-02,D-01,2025-09-06 16:14:00,2025-09-06 16:02:46,2025-09-06 15:45:00,2025-09-06 16:43:00,0,24.16691,120.64835
DLV-20250906-01014,R-02,D-02,2025-09-06 12:27:00,2025-09-06 12:29:20,2025-09-06 12:06:00,2025-09-06 12:48:00,0,24.19824,120.58741
DLV-20250906-01015,R-02,D-01,2025-09-06 18:55:00,2025-09-06 18:52:52,2025-09-06 18:40:00,2025-09-06 19:10:00,0,24.18271,120.61337
DLV-20250906-01016,R-02,D-01,2025-09-06 15:27:00,2025-09-06 15:47:45,2025-09-06 15:00:00,2025-09-06 15:54:00,0,24.18524,120.60897
DLV-20250906-01017,R-02,D-12,2025-09-06 09:36:00,2025-09-06 09:41:58,2025-09-06 09:17:00,2025-09-06 09:55:00,0,24.20954,120.63046
DLV-20250906-01018,R-03,D-07,2025-09-06 12:25:00,2025-09-06 12:55:17,2025-09-06 11:55:00,2025-09-06 12:55:00,0,24.08556,120.57612
DLV-20250906-01019,R-03,D-07,2025-09-06 10:10:00,2025-09-06 11:25:39,2025-09-06 09:40:00,2025-09-06 10:40:00,1,24.05592,120.61291
DLV-20250906-01020,R-03,D-07,2025-09-06 13:13:00,2025-09-06 14:10:41,2025-09-06 12:56:00,2025-09-06 13:30:00,0,24.06949,120.54088
DLV-20250906-01021,R-03,D-07,2025-09-06 15:25:00,2025-09-06 16:05:22,2025-09-06 15:08:00,2025-09-06 15:42:00,0,24.11229,120.55652
DLV-20250906-01022,R-03,D-03,2025-09-06 13:27:00,2025-09-06 14:03:04,2025-09-06 13:07:00,2025-09-06 13:47:00,0,24.11513,120.587
DLV-20250906-01023,R-03,D-07,2025-09-06 13:12:00,2025-09-06 13:44:22,2025-09-06 12:55:00,2025-09-06 13:29:00,0,24.08839,120.55975
DLV-20250906-01024,R-03,D-07,2025-09-06 18:56:00,2025-09-06 19:35:31,2025-09-06 18:27:00,2025-09-06 19:25:00,0,24.10741,120.60339
DLV-20250906-01025,R-03,D-07,2025-09-06 18:52:00,2025-09-06 19:44:54,2025-09-06 18:24:00,2025-09-06 19:20:00,0,24.11287,120.55468
DLV-20250906-01026,R-03,D-03,2025-09-06 15:44:00,2025-09-06 16:18:39,2025-09-06 15:24:00,2025-09-06 16:04:00,0,24.09025,120.56335
DLV-20250906-01027,R-03,D-03,2025-09-06 12:58:00,2025-09-06 12:52:27,2025-09-06 12:40:00,2025-09-06 13:16:00,0,24.04612,120.54842
DLV-20250906-01028,R-03,D-07,2025-09-06 15:28:00,2025-09-06 16:22:45,2025-09-06 14:59:00,2025-09-06 15:57:00,0,24.09968,120.60846
DLV-20250906-01029,R-03,D-07,2025-09-06 09:00:00,2025-09-06 09:53:15,2025-09-06 08:41:00,2025-09-06 09:19:00,0,24.09989,120.57878
DLV-20250906-01030,R-03,D-03,2025-09-06 10:35:00,2025-09-06 10:34:44,2025-09-06 10:06:00,2025-09-06 11:04:00,0,24.10563,120.60733
DLV-20250906-01031,R-03,D-03,2025-09-06 09:38:00,2025-09-06 10:23:28,2025-09-06 09:11:00,2025-09-06 10:05:00,0,24.09371,120.5409
DLV-20250906-01032,R-03,D-07,2025-09-06 11:28:00,2025-09-06 12:22:36,2025-09-06 11:07:00,2025-09-06 11:49:00,0,24.04382,120.59078
DLV-20250906-01033,R-03,D-03,2025-09-06 15:44:00,2025-09-06 16:16:05,2025-09-06 15:29:00,2025-09-06 15:59:00,0,24.07019,120.55614
DLV-20250906-01034,R-03,D-03,2025-09-06 14:58:00,2025-09-06 15:32:08,2025-09-06 14:30:00,2025-09-06 15:26:00,1,24.04116,120.60564
DLV-20250906-01035,R-03,D-03,2025-09-06 12:56:00,2025-09-06 13:54:38,2025-09-06 12:36:00,2025-09-06 13:16:00,0,24.04352,120.581
DLV-20250906-01036,R-03,D-07,2025-09-06 14:35:00,2025-09-06 15:05:18,2025-09-06 14:08:00,2025-09-06 15:02:00,0,24.04966,120.5571
DLV-20250906-01037,R-03,D-07,2025-09-06 14:11:00,2025-09-06 15:15:58,2025-09-06 13:49:00,2025-09-06 14:33:00,0,24.10521,120.592
DLV-20250906-01038,R-03,D-07,2025-09-06 09:04:00,2025-09-06 09:50:48,2025-09-06 08:34:00,2025-09-06 09:34:00,0,24.04815,120.58289
DLV-20250906-01039,R-03,D-03,2025-09-06 13:06:00,2025-09-06 12:43:42,2025-09-06 12:39:00,2025-09-06 13:33:00,0,24.11779,120.5955
DLV-20250906-01040,R-03,D-07,2025-09-06 11:40:00,2025-09-06 12:10:16,2025-09-06 11:23:00,2025-09-06 11:57:00,0,24.08868,120.5868
DLV-20250906-01041,R-03,D-07,2025-09-06 17:40:00,2025-09-06 18:07:11,2025-09-06 17:25:00,2025-09-06 17:55:00,0,24.08931,120.61174
DLV-20250906-01042,R-04,D-02,2025-09-06 15:48:00,2025-09-06 15:48:11,2025-09-06 15:29:00,2025-09-06 16:07:00,0,24.13373,120.67213
DLV-20250906-01043,R-04,D-02,2025-09-06 19:02:00,2025-09-06 19:15:28,2025-09-06 18:33:00,2025-09-06 19:31:00,0,24.1363,120.68225
DLV-20250906-01044,R-04,D-11,2025-09-06 09:33:00,2025-09-06 09:52:14,2025-09-06 09:05:00,2025-09-06 10:01:00,0,24.13308,120.6619
