訂單日期,訂單編號,SKU,品名,數量
2025-09-07,ORD-20250907-0211,SKU078,個人保養_08,2
2025-09-07,ORD-20250907-0212,SKU037,冷凍食品_04,2
2025-09-07,ORD-20250907-0212,SKU006,米麵_01,14
2025-09-07,ORD-20250907-0212,SKU031,即食麵_04,5
2025-09-07,ORD-20250907-0212,SKU047,冷凍食品_05,10
2025-09-07,ORD-20250907-0212,SKU007,冷凍食品_01,24
2025-09-07,ORD-20250907-0212,SKU087,冷凍食品_09,5
2025-09-07,ORD-20250907-0213,SKU051,即食麵_06,4
2025-09-07,ORD-20250907-0213,SKU008,個人保養_01,17
2025-09-07,ORD-20250907-0213,SKU001,即食麵_01,8
2025-09-07,ORD-20250907-0213,SKU078,個人保養_08,2
2025-09-07,ORD-20250907-0213,SKU090,紙品_09,4
2025-09-07,ORD-20250907-0214,SKU031,即食麵_04,12
2025-09-07,ORD-20250907-0214,SKU024,罐頭_03,4
2025-09-07,ORD-20250907-0214,SKU095,調味料_10,4
2025-09-07,ORD-20250907-0214,SKU097,冷凍食品_10,1
2025-09-07,ORD-20250907-0214,SKU085,調味料_09,1
2025-09-07,ORD-20250907-0214,SKU002,飲料_01,23
2025-09-07,ORD-20250907-0214,SKU070,紙品_07,1
2025-09-07,ORD-20250907-0214,SKU028,個人保養_03,2
2025-09-07,ORD-20250907-0214,SKU011,即食麵_02,13
2025-09-07,ORD-20250907-0215,SKU001,即食麵_01,21
2025-09-07,ORD-20250907-0215,SKU001,即食麵_01,18
2025-09-07,ORD-20250907-0215,SKU058,個人保養_06,4
2025-09-07,ORD-20250907-0215,SKU022,飲料_03,8
2025-09-07,ORD-20250907-0215,SKU035,調味料_04,3
2025-09-07,ORD-20250907-0216,SKU025,調味料_03,12
2025-09-07,ORD-20250907-0216,SKU033,零食_04,12
2025-09-07,ORD-20250907-0216,SKU007,冷凍食品_01,25
2025-09-07,ORD-20250907-0216,SKU008,個人保養_01,7
2025-09-07,ORD-20250907-0216,SKU022,飲料_03,6
2025-09-07,ORD-20250907-0216,SKU004,罐頭_01,18
2025-09-07,ORD-20250907-0216,SKU061,即食麵_07,2
2025-09-07,ORD-20250907-0216,SKU025,調味料_03,2
2025-09-07,ORD-20250907-0216,SKU013,零食_02,12
2025-09-07,ORD-20250907-0217,SKU083,零食_09,2
2025-09-07,ORD-20250907-0217,SKU002,飲料_01,8
2025-09-07,ORD-20250907-0217,SKU033,零食_04,2
2025-09-07,ORD-20250907-0217,SKU001,即食麵_01,9
2025-09-07,ORD-20250907-0218,SKU001,即食麵_01,8
2025-09-07,ORD-20250907-0218,SKU021,即食麵_03,2
2025-09-07,ORD-20250907-0218,SKU010,紙品_01,15
2025-09-07,ORD-20250907-0218,SKU023,零食_03,8
2025-09-07,ORD-20250907-0218,SKU063,零食_07,3
2025-09-07,ORD-20250907-0218,SKU006,米麵_01,21
2025-09-07,ORD-20250907-0218,SKU012,飲料_02,7
2025-09-07,ORD-20250907-0218,SKU051,即食麵_06,3
2025-09-07,ORD-20250907-0218,SKU073,零食_08,5
2025-09-07,ORD-20250907-0219,SKU001,即食麵_01,8
2025-09-07,ORD-20250907-0219,SKU018,個人保養_02,12
2025-09-07,ORD-20250907-0219,SKU011,即食麵_02,21
2025-09-07,ORD-20250907-0219,SKU021,即食麵_03,2
2025-09-07,ORD-20250907-0219,SKU028,個人保養_03,2
2025-09-07,ORD-20250907-0219,SKU012,飲料_02,5
2025-09-07,ORD-20250907-0219,SKU006,米麵_01,12
2025-09-07,ORD-20250907-0219,SKU002,飲料_01,6
2025-09-07,ORD-20250907-0219,SKU028,個人保養_03,9
2025-09-07,ORD-20250907-0220,SKU013,零食_02,25
2025-09-07,ORD-20250907-0220,SKU003,零食_01,18
2025-09-07,ORD-20250907-0220,SKU085,調味料_09,2
2025-09-07,ORD-20250907-0220,SKU070,紙品_07,3
2025-09-07,ORD-20250907-0220,SKU026,米麵_03,5
2025-09-07,ORD-20250907-0220,SKU081,即食麵_09,4
2025-09-08,ORD-20250908-0221,SKU064,罐頭_07,5
2025-09-08,ORD-20250908-0221,SKU028,個人保養_03,2
2025-09-08,ORD-20250908-0221,SKU002,飲料_01,17
2025-09-08,ORD-20250908-0221,SKU040,紙品_04,3
2025-09-08,ORD-20250908-0221,SKU001,即食麵_01,19
2025-09-08,ORD-20250908-0221,SKU005,調味料_01,14
2025-09-08,ORD-20250908-0222,SKU009,清潔用品_01,24
2025-09-08,ORD-20250908-0222,SKU026,米麵_03,5
2025-09-08,ORD-20250908-0222,SKU001,即食麵_01,19
2025-09-08,ORD-20250908-0222,SKU004,罐頭_01,16
2025-09-08,ORD-20250908-0222,SKU027,冷凍食品_03,11
2025-09-08,ORD-20250908-0222,SKU008,個人保養_01,20
2025-09-08,ORD-20250908-0223,SKU049,清潔用品_05,2
2025-09-08,ORD-20250908-0223,SKU026,米麵_03,5
2025-09-08,ORD-20250908-0223,SKU059,清潔用品_06,5
2025-09-08,ORD-20250908-0223,SKU003,零食_01,16
2025-09-08,ORD-20250908-0223,SKU085,調味料_09,1
2025-09-08,ORD-20250908-0224,SKU001,即食麵_01,12
2025-09-08,ORD-20250908-0224,SKU038,個人保養_04,8
2025-09-08,ORD-20250908-0224,SKU068,個人保養_07,4
2025-09-08,ORD-20250908-0224,SKU048,個人保養_05,2
2025-09-08,ORD-20250908-0224,SKU002,飲料_01,9
2025-09-08,ORD-20250908-0224,SKU024,罐頭_03,6
2025-09-08,ORD-20250908-0225,SKU001,即食麵_01,16
2025-09-08,ORD-20250908-0225,SKU005,調味料_01,19
2025-09-08,ORD-20250908-0225,SKU068,個人保養_07,1
2025-09-08,ORD-20250908-0225,SKU014,罐頭_02,23
2025-09-08,ORD-20250908-0226,SKU022,飲料_03,2
2025-09-08,ORD-20250908-0226,SKU036,米麵_04,8
2025-09-08,ORD-20250908-0226,SKU013,零食_02,9
2025-09-08,ORD-20250908-0226,SKU030,紙品_03,5
2025-09-08,ORD-20250908-0227,SKU006,米麵_01,13
2025-09-08,ORD-20250908-0227,SKU009,清潔用品_01,12
2025-09-08,ORD-20250908-0227,SKU060,紙品_06,1
2025-09-08,ORD-20250908-0227,SKU044,罐頭_05,5
2025-09-08,ORD-20250908-0227,SKU049,清潔用品_05,4
2025-09-08,ORD-20250908-0227,SKU009,清潔用品_01,23
2025-09-08,ORD-20250908-0228,SKU003,零食_01,22
2025-09-08,ORD-20250908-0228,SKU003,零食_01,16
2025-09-08,ORD-20250908-0228,SKU018,個人保養_02,11
2025-09-08,ORD-20250908-0228,SKU014,罐頭_02,19
2025-09-08,ORD-20250908-0229,SKU018,個人保養_02,24
2025-09-08,ORD-20250908-0229,SKU069,清潔用品_07,1
2025-09-08,ORD-20250908-0229,SKU002,飲料_01,11
2025-09-08,ORD-20250908-0229,SKU061,即食麵_07,3
2025-09-08,ORD-20250908-0229,SKU008,個人保養_01,9
2025-09-08,ORD-20250908-0229,SKU045,調味料_05,3
2025-09-08,ORD-20250908-0230,SKU006,米麵_01,22
2025-09-08,ORD-20250908-0230,SKU011,即食麵_02,12
2025-09-08,ORD-20250908-0230,SKU022,飲料_03,3
2025-09-08,ORD-20250908-0230,SKU041,即食麵_05,9
2025-09-08,ORD-20250908-0230,SKU006,米麵_01,8
2025-09-08,ORD-20250908-0230,SKU098,個人保養_10,2
2025-09-08,ORD-20250908-0230,SKU001,即食麵_01,8
2025-09-08,ORD-20250908-0230,SKU014,罐頭_02,5
2025-09-08,ORD-20250908-0230,SKU017,冷凍食品_02,6
2025-09-08,ORD-20250908-0231,SKU002,飲料_01,23
2025-09-08,ORD-20250908-0231,SKU064,罐頭_07,5
2025-09-08,ORD-20250908-0231,SKU012,飲料_02,13
2025-09-08,ORD-20250908-0231,SKU035,調味料_04,3
2025-09-08,ORD-20250908-0231,SKU037,冷凍食品_04,2
2025-09-08,ORD-20250908-0232,SKU004,罐頭_01,15
2025-09-08,ORD-20250908-0232,SKU037,冷凍食品_04,3
2025-09-08,ORD-20250908-0232,SKU061,即食麵_07,1
2025-09-08,ORD-20250908-0232,SKU002,飲料_01,19
2025-09-08,ORD-20250908-0233,SKU003,零食_01,5
2025-09-08,ORD-20250908-0233,SKU028,個人保養_03,8
2025-09-08,ORD-20250908-0233,SKU063,零食_07,4
2025-09-08,ORD-20250908-0233,SKU013,零食_02,10
2025-09-08,ORD-20250908-0234,SKU005,調味料_01,12
2025-09-08,ORD-20250908-0234,SKU004,罐頭_01,25
2025-09-08,ORD-20250908-0234,SKU007,冷凍食品_01,14
2025-09-08,ORD-20250908-0234,SKU075,調味料_08,4
2025-09-08,ORD-20250908-0234,SKU001,即食麵_01,18
2025-09-08,ORD-20250908-0234,SKU033,零食_04,10
2025-09-08,ORD-20250908-0235,SKU001,即食麵_01,22
2025-09-08,ORD-20250908-0235,SKU007,冷凍食品_01,5
2025-09-08,ORD-20250908-0235,SKU003,零食_01,17
2025-09-08,ORD-20250908-0235,SKU004,罐頭_01,16
2025-09-08,ORD-20250908-0235,SKU075,調味料_08,4
2025-09-08,ORD-20250908-0235,SKU024,罐頭_03,10
2025-09-08,ORD-20250908-0235,SKU035,調味料_04,9
2025-09-08,ORD-20250908-0236,SKU081,即食麵_09,3
2025-09-08,ORD-20250908-0236,SKU021,即食麵_03,2
2025-09-08,ORD-20250908-0236,SKU013,零食_02,20
2025-09-08,ORD-20250908-0236,SKU004,罐頭_01,21
2025-09-08,ORD-20250908-0236,SKU009,清潔用品_01,16
2025-09-08,ORD-20250908-0236,SKU005,調味料_01,23
2025-09-08,ORD-20250908-0237,SKU094,罐頭_10,1
2025-09-08,ORD-20250908-0237,SKU002,飲料_01,12
2025-09-08,ORD-20250908-0237,SKU038,個人保養_04,11
2025-09-08,ORD-20250908-0237,SKU007,冷凍食品_01,17
2025-09-08,ORD-20250908-0237,SKU062,飲料_07,3
2025-09-08,ORD-20250908-0238,SKU003,零食_01,5
2025-09-08,ORD-20250908-0238,SKU030,紙品_03,7
2025-09-08,ORD-20250908-0238,SKU061,即食麵_07,5
2025-09-08,ORD-20250908-0238,SKU044,罐頭_05,11
2025-09-08,ORD-20250908-0238,SKU081,即食麵_09,2
2025-09-08,ORD-20250908-0239,SKU089,清潔用品_09,5
2025-09-08,ORD-20250908-0239,SKU066,米麵_07,2
2025-09-08,ORD-20250908-0239,SKU061,即食麵_07,1
2025-09-08,ORD-20250908-0239,SKU094,罐頭_10,5
2025-09-08,ORD-20250908-0239,SKU025,調味料_03,9
2025-09-08,ORD-20250908-0239,SKU003,零食_01,5
2025-09-08,ORD-20250908-0239,SKU001,即食麵_01,15
2025-09-08,ORD-20250908-0239,SKU001,即食麵_01,24
2025-09-08,ORD-20250908-0240,SKU061,即食麵_07,1
2025-09-08,ORD-20250908-0240,SKU010,紙品_01,5
2025-09-08,ORD-20250908-0240,SKU004,罐頭_01,9
2025-09-08,ORD-20250908-0240,SKU060,紙品_06,5
2025-09-08,ORD-20250908-0240,SKU072,飲料_08,2
2025-09-08,ORD-20250908-0241,SKU068,個人保養_07,4
2025-09-08,ORD-20250908-0241,SKU070,紙品_07,5
2025-09-08,ORD-20250908-0241,SKU091,即食麵_10,1
2025-09-08,ORD-20250908-0241,SKU012,飲料_02,15
2025-09-08,ORD-20250908-0242,SKU009,清潔用品_01,15
2025-09-08,ORD-20250908-0242,SKU095,調味料_10,2
2025-09-08,ORD-20250908-0242,SKU049,清潔用品_05,10
2025-09-08,ORD-20250908-0242,SKU016,米麵_02,24
2025-09-08,ORD-20250908-0242,SKU036,米麵_04,7
2025-09-08,ORD-20250908-0242,SKU020,紙品_02,12
2025-09-08,ORD-20250908-0243,SKU030,紙品_03,11
2025-09-08,ORD-20250908-0243,SKU003,零食_01,6
2025-09-08,ORD-20250908-0243,SKU008,個人保養_01,10
2025-09-08,ORD-20250908-0243,SKU042,飲料_05,11
2025-09-08,ORD-20250908-0243,SKU002,飲料_01,15
2025-09-08,ORD-20250908-0243,SKU048,個人保養_05,11
2025-09-08,ORD-20250908-0243,SKU089,清潔用品_09,2
2025-09-08,ORD-20250908-0243,SKU089,清潔用品_09,5
2025-09-08,ORD-20250908-0243,SKU013,零食_02,8
2025-09-08,ORD-20250908-0244,SKU003,零食_01,25
2025-09-08,ORD-20250908-0244,SKU051,即食麵_06,3
2025-09-08,ORD-20250908-0244,SKU005,調味料_01,19
2025-09-08,ORD-20250908-0244,SKU096,米麵_10,1
2025-09-08,ORD-20250908-0244,SKU003,零食_01,13
2025-09-08,ORD-20250908-0244,SKU075,調味料_08,2
2025-09-08,ORD-20250908-0244,SKU002,飲料_01,12
2025-09-08,ORD-20250908-0245,SKU001,即食麵_01,17
2025-09-08,ORD-20250908-0245,SKU006,米麵_01,16
2025-09-08,ORD-20250908-0245,SKU002,飲料_01,22
2025-09-08,ORD-20250908-0245,SKU001,即食麵_01,17
2025-09-08,ORD-20250908-0245,SKU013,零食_02,8
2025-09-08,ORD-20250908-0245,SKU049,清潔用品_05,9
2025-09-08,ORD-20250908-0245,SKU093,零食_10,5
2025-09-08,ORD-20250908-0245,SKU075,調味料_08,2
2025-09-08,ORD-20250908-0245,SKU021,即食麵_03,4
2025-09-08,ORD-20250908-0246,SKU001,即食麵_01,17
2025-09-08,ORD-20250908-0246,SKU068,個人保養_07,2
2025-09-08,ORD-20250908-0246,SKU008,個人保養_01,7
2025-09-08,ORD-20250908-0246,SKU009,清潔用品_01,22
2025-09-08,ORD-20250908-0246,SKU089,清潔用品_09,1
2025-09-08,ORD-20250908-0246,SKU001,即食麵_01,15
2025-09-08,ORD-20250908-0246,SKU003,零食_01,24
2025-09-08,ORD-20250908-0247,SKU077,冷凍食品_08,2
2025-09-08,ORD-20250908-0247,SKU045,調味料_05,8
2025-09-08,ORD-20250908-0247,SKU016,米麵_02,22
2025-09-08,ORD-20250908-0247,SKU038,個人保養_04,10
2025-09-08,ORD-20250908-0247,SKU032,飲料_04,6
2025-09-08,ORD-20250908-0247,SKU016,米麵_02,14
2025-09-08,ORD-20250908-0247,SKU001,即食麵_01,14
2025-09-08,ORD-20250908-0247,SKU010,紙品_01,12
2025-09-08,ORD-20250908-0248,SKU001,即食麵_01,16
2025-09-08,ORD-20250908-0248,SKU028,個人保養_03,2
2025-09-08,ORD-20250908-0248,SKU067,冷凍食品_07,4
2025-09-08,ORD-20250908-0248,SKU003,零食_01,7
2025-09-08,ORD-20250908-0249,SKU064,罐頭_07,1
2025-09-08,ORD-20250908-0249,SKU034,罐頭_04,9
2025-09-08,ORD-20250908-0249,SKU020,紙品_02,8
2025-09-08,ORD-20250908-0249,SKU002,飲料_01,14
2025-09-08,ORD-20250908-0249,SKU004,罐頭_01,17
2025-09-08,ORD-20250908-0249,SKU036,米麵_04,9
2025-09-08,ORD-20250908-0250,SKU077,冷凍食品_08,1
2025-09-08,ORD-20250908-0250,SKU006,米麵_01,13
2025-09-08,ORD-20250908-0250,SKU036,米麵_04,9
2025-09-08,ORD-20250908-0250,SKU013,零食_02,19
2025-09-08,ORD-20250908-0250,SKU012,飲料_02,13
2025-09-08,ORD-20250908-0250,SKU012,飲料_02,12
2025-09-08,ORD-20250908-0250,SKU004,罐頭_01,13
2025-09-09,ORD-20250909-0251,SKU003,零食_01,22
2025-09-09,ORD-20250909-0251,SKU043,零食_05,8
2025-09-09,ORD-20250909-0251,SKU002,飲料_01,23
2025-09-09,ORD-20250909-0251,SKU040,紙品_04,5
2025-09-09,ORD-20250909-0252,SKU001,即食麵_01,14
2025-09-09,ORD-20250909-0252,SKU013,零食_02,7
2025-09-09,ORD-20250909-0252,SKU023,零食_03,8
2025-09-09,ORD-20250909-0252,SKU092,飲料_10,1
2025-09-09,ORD-20250909-0252,SKU042,飲料_05,10
2025-09-09,ORD-20250909-0252,SKU086,米麵_09,5
2025-09-09,ORD-20250909-0252,SKU028,個人保養_03,10
2025-09-09,ORD-20250909-0252,SKU005,調味料_01,23
2025-09-09,ORD-20250909-0253,SKU096,米麵_10,1
2025-09-09,ORD-20250909-0253,SKU003,零食_01,18
2025-09-09,ORD-20250909-0253,SKU089,清潔用品_09,2
2025-09-09,ORD-20250909-0253,SKU017,冷凍食品_02,25
2025-09-09,ORD-20250909-0253,SKU089,清潔用品_09,2
2025-09-09,ORD-20250909-0253,SKU003,零食_01,24
2025-09-09,ORD-20250909-0253,SKU005,調味料_01,13
2025-09-09,ORD-20250909-0253,SKU004,罐頭_01,15
2025-09-09,ORD-20250909-0253,SKU001,即食麵_01,7
2025-09-09,ORD-20250909-0254,SKU013,零食_02,19
2025-09-09,ORD-20250909-0254,SKU013,零食_02,5
2025-09-09,ORD-20250909-0254,SKU009,清潔用品_01,24
2025-09-09,ORD-20250909-0254,SKU007,冷凍食品_01,23
2025-09-09,ORD-20250909-0255,SKU056,米麵_06,1
2025-09-09,ORD-20250909-0255,SKU002,飲料_01,14
2025-09-09,ORD-20250909-0255,SKU003,零食_01,22
2025-09-09,ORD-20250909-0255,SKU028,個人保養_03,7
2025-09-09,ORD-20250909-0255,SKU029,清潔用品_03,8
2025-09-09,ORD-20250909-0255,SKU092,飲料_10,3
2025-09-09,ORD-20250909-0255,SKU002,飲料_01,17
2025-09-09,ORD-20250909-0255,SKU002,飲料_01,25
2025-09-09,ORD-20250909-0256,SKU028,個人保養_03,8
2025-09-09,ORD-20250909-0256,SKU019,清潔用品_02,15
2025-09-09,ORD-20250909-0256,SKU003,零食_01,12
2025-09-09,ORD-20250909-0256,SKU014,罐頭_02,6
2025-09-09,ORD-20250909-0256,SKU033,零食_04,9
2025-09-09,ORD-20250909-0256,SKU041,即食麵_05,6
2025-09-09,ORD-20250909-0256,SKU014,罐頭_02,16
2025-09-09,ORD-20250909-0257,SKU010,紙品_01,8
2025-09-09,ORD-20250909-0257,SKU058,個人保養_06,2
2025-09-09,ORD-20250909-0257,SKU009,清潔用品_01,9
2025-09-09,ORD-20250909-0257,SKU067,冷凍食品_07,3
2025-09-09,ORD-20250909-0258,SKU017,冷凍食品_02,21
2025-09-09,ORD-20250909-0258,SKU064,罐頭_07,3
2025-09-09,ORD-20250909-0258,SKU007,冷凍食品_01,6
2025-09-09,ORD-20250909-0258,SKU015,調味料_02,21
2025-09-09,ORD-20250909-0258,SKU037,冷凍食品_04,4
2025-09-09,ORD-20250909-0258,SKU004,罐頭_01,7
2025-09-09,ORD-20250909-0258,SKU005,調味料_01,14
2025-09-09,ORD-20250909-0258,SKU064,罐頭_07,5
2025-09-09,ORD-20250909-0258,SKU050,紙品_05,8
2025-09-09,ORD-20250909-0259,SKU056,米麵_06,2
2025-09-09,ORD-20250909-0259,SKU023,零食_03,2
2025-09-09,ORD-20250909-0259,SKU028,個人保養_03,5
2025-09-09,ORD-20250909-0259,SKU003,零食_01,6
2025-09-09,ORD-20250909-0259,SKU073,零食_08,4
2025-09-09,ORD-20250909-0260,SKU082,飲料_09,5
2025-09-09,ORD-20250909-0260,SKU045,調味料_05,8
2025-09-09,ORD-20250909-0260,SKU007,冷凍食品_01,25
2025-09-09,ORD-20250909-0260,SKU064,罐頭_07,1
2025-09-09,ORD-20250909-0261,SKU001,即食麵_01,7
2025-09-09,ORD-20250909-0261,SKU012,飲料_02,14
2025-09-09,ORD-20250909-0261,SKU031,即食麵_04,2
2025-09-09,ORD-20250909-0261,SKU004,罐頭_01,17
2025-09-09,ORD-20250909-0261,SKU072,飲料_08,1
2025-09-09,ORD-20250909-0261,SKU030,紙品_03,4
2025-09-09,ORD-20250909-0261,SKU011,即食麵_02,23
2025-09-09,ORD-20250909-0261,SKU003,零食_01,11
2025-09-09,ORD-20250909-0261,SKU077,冷凍食品_08,2
2025-09-09,ORD-20250909-0262,SKU005,調味料_01,10
2025-09-09,ORD-20250909-0262,SKU004,罐頭_01,24
2025-09-09,ORD-20250909-0262,SKU037,冷凍食品_04,2
2025-09-09,ORD-20250909-0262,SKU022,飲料_03,5
2025-09-09,ORD-20250909-0262,SKU071,即食麵_08,3
2025-09-09,ORD-20250909-0262,SKU093,零食_10,5
2025-09-09,ORD-20250909-0262,SKU041,即食麵_05,6
2025-09-09,ORD-20250909-0262,SKU019,清潔用品_02,25
2025-09-09,ORD-20250909-0262,SKU002,飲料_01,13
2025-09-09,ORD-20250909-0263,SKU077,冷凍食品_08,5
2025-09-09,ORD-20250909-0263,SKU069,清潔用品_07,1
2025-09-09,ORD-20250909-0263,SKU018,個人保養_02,5
2025-09-09,ORD-20250909-0263,SKU005,調味料_01,21
2025-09-09,ORD-20250909-0263,SKU008,個人保養_01,16
2025-09-09,ORD-20250909-0263,SKU023,零食_03,10
2025-09-09,ORD-20250909-0263,SKU034,罐頭_04,12
2025-09-09,ORD-20250909-0264,SKU032,飲料_04,12
2025-09-09,ORD-20250909-0264,SKU008,個人保養_01,14
2025-09-09,ORD-20250909-0264,SKU002,飲料_01,11
2025-09-09,ORD-20250909-0264,SKU001,即食麵_01,9
2025-09-09,ORD-20250909-0264,SKU098,個人保養_10,5
2025-09-09,ORD-20250909-0264,SKU036,米麵_04,5
2025-09-09,ORD-20250909-0264,SKU071,即食麵_08,1
2025-09-09,ORD-20250909-0264,SKU006,米麵_01,24
2025-09-09,ORD-20250909-0265,SKU039,清潔用品_04,8
2025-09-09,ORD-20250909-0265,SKU041,即食麵_05,2
2025-09-09,ORD-20250909-0265,SKU047,冷凍食品_05,11
2025-09-09,ORD-20250909-0265,SKU038,個人保養_04,11
2025-09-09,ORD-20250909-0265,SKU100,紙品_10,2
2025-09-09,ORD-20250909-0265,SKU006,米麵_01,15
2025-09-09,ORD-20250909-0265,SKU015,調味料_02,12
2025-09-09,ORD-20250909-0266,SKU024,罐頭_03,3
2025-09-09,ORD-20250909-0266,SKU057,冷凍食品_06,4
2025-09-09,ORD-20250909-0266,SKU080,紙品_08,2
2025-09-09,ORD-20250909-0266,SKU040,紙品_04,6
2025-09-09,ORD-20250909-0266,SKU022,飲料_03,10
2025-09-09,ORD-20250909-0266,SKU068,個人保養_07,2
2025-09-09,ORD-20250909-0266,SKU067,冷凍食品_07,3
2025-09-09,ORD-20250909-0266,SKU074,罐頭_08,1
2025-09-09,ORD-20250909-0266,SKU004,罐頭_01,12
2025-09-09,ORD-20250909-0267,SKU005,調味料_01,19
2025-09-09,ORD-20250909-0267,SKU073,零食_08,1
2025-09-09,ORD-20250909-0267,SKU015,調味料_02,20
2025-09-09,ORD-20250909-0267,SKU076,米麵_08,1
2025-09-09,ORD-20250909-0267,SKU012,飲料_02,25
2025-09-09,ORD-20250909-0267,SKU030,紙品_03,11
2025-09-09,ORD-20250909-0268,SKU088,個人保養_09,2
2025-09-09,ORD-20250909-0268,SKU001,即食麵_01,9
2025-09-09,ORD-20250909-0268,SKU076,米麵_08,2
2025-09-09,ORD-20250909-0268,SKU021,即食麵_03,7
2025-09-09,ORD-20250909-0268,SKU072,飲料_08,4
2025-09-09,ORD-20250909-0268,SKU012,飲料_02,23
2025-09-09,ORD-20250909-0268,SKU008,個人保養_01,19
2025-09-09,ORD-20250909-0268,SKU001,即食麵_01,9
2025-09-09,ORD-20250909-0269,SKU071,即食麵_08,1
2025-09-09,ORD-20250909-0269,SKU004,罐頭_01,5
2025-09-09,ORD-20250909-0269,SKU001,即食麵_01,19
2025-09-09,ORD-20250909-0269,SKU010,紙品_01,13
2025-09-09,ORD-20250909-0269,SKU097,冷凍食品_10,2
2025-09-09,ORD-20250909-0269,SKU009,清潔用品_01,10
2025-09-09,ORD-20250909-0270,SKU054,罐頭_06,4
2025-09-09,ORD-20250909-0270,SKU020,紙品_02,5
2025-09-09,ORD-20250909-0270,SKU053,零食_06,1
2025-09-09,ORD-20250909-0270,SKU002,飲料_01,22
2025-09-09,ORD-20250909-0270,SKU033,零食_04,5
2025-09-09,ORD-20250909-0270,SKU035,調味料_04,7
2025-09-09,ORD-20250909-0270,SKU014,罐頭_02,5
2025-09-09,ORD-20250909-0270,SKU092,飲料_10,3
2025-09-09,ORD-20250909-0271,SKU004,罐頭_01,23
2025-09-09,ORD-20250909-0271,SKU041,即食麵_05,6
2025-09-09,ORD-20250909-0271,SKU034,罐頭_04,4
2025-09-09,ORD-20250909-0271,SKU006,米麵_01,7
2025-09-09,ORD-20250909-0271,SKU043,零食_05,2
2025-09-09,ORD-20250909-0271,SKU010,紙品_01,14
2025-09-09,ORD-20250909-0271,SKU002,飲料_01,14
2025-09-09,ORD-20250909-0271,SKU013,零食_02,19
2025-09-09,ORD-20250909-0272,SKU023,零食_03,8
2025-09-09,ORD-20250909-0272,SKU023,零食_03,2
2025-09-09,ORD-20250909-0272,SKU016,米麵_02,12
2025-09-09,ORD-20250909-0272,SKU042,飲料_05,5
2025-09-09,ORD-20250909-0272,SKU002,飲料_01,9
2025-09-09,ORD-20250909-0272,SKU100,紙品_10,2
2025-09-09,ORD-20250909-0272,SKU020,紙品_02,5
2025-09-09,ORD-20250909-0272,SKU051,即食麵_06,5
2025-09-09,ORD-20250909-0272,SKU003,零食_01,21
2025-09-09,ORD-20250909-0273,SKU002,飲料_01,22
2025-09-09,ORD-20250909-0273,SKU045,調味料_05,11
2025-09-09,ORD-20250909-0273,SKU058,個人保養_06,1
2025-09-09,ORD-20250909-0273,SKU012,飲料_02,24
2025-09-09,ORD-20250909-0273,SKU036,米麵_04,2
2025-09-09,ORD-20250909-0274,SKU002,飲料_01,25
2025-09-09,ORD-20250909-0274,SKU066,米麵_07,1
2025-09-09,ORD-20250909-0274,SKU001,即食麵_01,14
2025-09-09,ORD-20250909-0274,SKU002,飲料_01,18
2025-09-09,ORD-20250909-0274,SKU017,冷凍食品_02,8
2025-09-09,ORD-20250909-0274,SKU002,飲料_01,21
2025-09-09,ORD-20250909-0274,SKU006,米麵_01,13
2025-09-09,ORD-20250909-0274,SKU044,罐頭_05,11
2025-09-09,ORD-20250909-0274,SKU004,罐頭_01,24
2025-09-09,ORD-20250909-0275,SKU003,零食_01,13
2025-09-09,ORD-20250909-0275,SKU065,調味料_07,5
2025-09-09,ORD-20250909-0275,SKU002,飲料_01,11
2025-09-09,ORD-20250909-0275,SKU047,冷凍食品_05,7
2025-09-09,ORD-20250909-0275,SKU002,飲料_01,18
2025-09-09,ORD-20250909-0275,SKU002,飲料_01,14
2025-09-09,ORD-20250909-0275,SKU002,飲料_01,10
2025-09-09,ORD-20250909-0275,SKU004,罐頭_01,6
2025-09-09,ORD-20250909-0275,SKU004,罐頭_01,22
2025-09-09,ORD-20250909-0276,SKU080,紙品_08,5
2025-09-09,ORD-20250909-0276,SKU042,飲料_05,12
2025-09-09,ORD-20250909-0276,SKU020,紙品_02,20
2025-09-09,ORD-20250909-0276,SKU005,調味料_01,9
2025-09-09,ORD-20250909-0276,SKU001,即食麵_01,7
2025-09-09,ORD-20250909-0276,SKU002,飲料_01,21
2025-09-09,ORD-20250909-0276,SKU002,飲料_01,7
2025-09-09,ORD-20250909-0277,SKU047,冷凍食品_05,6
2025-09-09,ORD-20250909-0277,SKU079,清潔用品_08,3
2025-09-09,ORD-20250909-0277,SKU036,米麵_04,12
2025-09-09,ORD-20250909-0277,SKU018,個人保養_02,15
2025-09-09,ORD-20250909-0277,SKU095,調味料_10,4
2025-09-09,ORD-20250909-0277,SKU006,米麵_01,8
2025-09-09,ORD-20250909-0277,SKU001,即食麵_01,8
2025-09-09,ORD-20250909-0277,SKU062,飲料_07,1
2025-09-09,ORD-20250909-0277,SKU073,零食_08,1
2025-09-09,ORD-20250909-0278,SKU039,清潔用品_04,3
2025-09-09,ORD-20250909-0278,SKU003,零食_01,16
2025-09-09,ORD-20250909-0278,SKU011,即食麵_02,15
2025-09-09,ORD-20250909-0278,SKU016,米麵_02,10
2025-09-09,ORD-20250909-0278,SKU034,罐頭_04,3
2025-09-09,ORD-20250909-0279,SKU014,罐頭_02,10
